canonical_arxiv_id,published_month,primary_category,categories_text,rule_primary_paradigm,rule_secondary_paradigms,rule_confidence_proxy,rule_total_score,rule_score_json
2607.06452,2026-07,cs.CL,"cs.CL, cs.AI",Agent/Tool Use,Application | Benchmark/Evaluation | Reasoning,0.2222,9,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 1, ""Reasoning"": 2, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 2}"
2607.06445,2026-07,cs.CV,"cs.CV, cs.AI",Multimodal,Theory/Methodology | Reasoning,0.5714,7,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 0, ""Multimodal"": 4, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 2, ""Application"": 0}"
2607.06413,2026-07,stat.ME,"stat.ME, cs.AI",Agent/Tool Use,Benchmark/Evaluation | Efficiency/Optimization | Reasoning,0.4286,7,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 3, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06402,2026-07,cs.CV,"cs.CV, cs.AI, cs.LG",Multimodal,Dataset/Benchmark | RAG/Retrieval,0.6667,9,"{""RAG/Retrieval"": 1, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 6, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06364,2026-07,cs.CL,"cs.CL, cs.CR",Benchmark/Evaluation,Dataset/Benchmark,0.75,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06641,2026-07,cs.CL,"cs.CL, cs.AI, cs.LG",Benchmark/Evaluation,RAG/Retrieval | Alignment/Safety | Application,0.2857,14,"{""RAG/Retrieval"": 3, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 2, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 4, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 0, ""Application"": 2}"
2607.06639,2026-07,cs.LG,"cs.LG, cs.AI",Benchmark/Evaluation,Theory/Methodology,0.6667,3,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.06341,2026-07,cs.FL,"cs.FL, cs.AI, cs.SE",Agent/Tool Use,Benchmark/Evaluation | Efficiency/Optimization | Reasoning,0.3333,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.06326,2026-07,cs.AI,cs.AI,Alignment/Safety,Efficiency/Optimization | Application | Benchmark/Evaluation,0.2667,15,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 4, ""Reasoning"": 1, ""Efficiency/Optimization"": 4, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 0, ""Application"": 2}"
2607.06309,2026-07,cs.CV,"cs.CV, cs.AI",Dataset/Benchmark,,1.0,2,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06636,2026-07,cs.SE,"cs.SE, cs.AI, cs.LG",Other,,0.0,0,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06306,2026-07,cs.SE,"cs.SE, cs.AI, cs.CV",Benchmark/Evaluation,Multimodal | Application | Agent/Tool Use,0.4545,11,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 3, ""Benchmark/Evaluation"": 5, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 2}"
2607.0629,2026-07,cs.LG,"cs.LG, math.PR, stat.ML",Theory/Methodology,,1.0,2,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 2, ""Application"": 0}"
2607.06289,2026-07,cs.CL,cs.CL,Multimodal,,1.0,1,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 1, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06269,2026-07,cs.AI,"cs.AI, cs.CL",Alignment/Safety,Application | Efficiency/Optimization | Theory/Methodology,0.25,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 1}"
2607.06254,2026-07,cs.CV,"cs.CV, cs.AI",Benchmark/Evaluation,Multimodal | Dataset/Benchmark | Efficiency/Optimization,0.3846,13,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 4, ""Benchmark/Evaluation"": 5, ""Dataset/Benchmark"": 3, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06631,2026-07,cs.CV,"cs.CV, cs.AI, cs.LG",Efficiency/Optimization,Multimodal,0.8,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 4, ""Multimodal"": 1, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06229,2026-07,cs.CL,"cs.CL, cs.AI, cs.DB",Benchmark/Evaluation,Agent/Tool Use | RAG/Retrieval,0.5,6,"{""RAG/Retrieval"": 1, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06224,2026-07,cs.LG,cs.LG,Application,Benchmark/Evaluation | Multimodal,0.3333,3,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 1, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 1}"
2607.06223,2026-07,cs.AI,cs.AI,Agent/Tool Use,Benchmark/Evaluation | Efficiency/Optimization | Theory/Methodology,0.2857,7,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 2, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.06196,2026-07,cs.CL,"cs.CL, cs.CY",Benchmark/Evaluation,Multimodal | Alignment/Safety | Application,0.2667,15,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 3, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 4, ""Benchmark/Evaluation"": 4, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 0, ""Application"": 2}"
2607.06629,2026-07,cs.LG,"cs.LG, q-bio.NC",Benchmark/Evaluation,Efficiency/Optimization,0.5,2,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06175,2026-07,cs.CL,"cs.CL, cs.AI, cs.LG",Benchmark/Evaluation,Efficiency/Optimization,0.75,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06626,2026-07,cs.LG,"cs.LG, q-bio.NC",Alignment/Safety,Application | Benchmark/Evaluation | Multimodal,0.2,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 1, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 1}"
2607.06163,2026-07,cs.LG,"cs.LG, cs.AI",Alignment/Safety,Benchmark/Evaluation | Theory/Methodology,0.5,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 3, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.0616,2026-07,cs.CL,"cs.CL, cs.AI",Reasoning,Theory/Methodology,0.5,2,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.06157,2026-07,cs.CL,"cs.CL, cs.AI",Agent/Tool Use,Benchmark/Evaluation | Theory/Methodology | Reasoning,0.3333,9,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 3, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 2, ""Application"": 0}"
2607.06145,2026-07,cs.CL,cs.CL,Efficiency/Optimization,Theory/Methodology,0.5,2,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.0614,2026-07,cs.CL,cs.CL,Efficiency/Optimization,Agent/Tool Use | Dataset/Benchmark,0.5,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 3, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06623,2026-07,cs.LG,"cs.LG, cs.AI, eess.SY",Alignment/Safety,,1.0,1,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06127,2026-07,cs.CL,cs.CL,Dataset/Benchmark,Alignment/Safety | Application | Benchmark/Evaluation,0.3333,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 1, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 0, ""Application"": 1}"
2607.06105,2026-07,cs.CV,"cs.CV, cs.AI",Dataset/Benchmark,Benchmark/Evaluation | Agent/Tool Use | Multimodal,0.5,8,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 1, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 4, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06097,2026-07,cs.CV,"cs.CV, cs.AI",Benchmark/Evaluation,Dataset/Benchmark | Multimodal,0.5,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 1, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06055,2026-07,cs.HC,"cs.HC, cs.CL",Theory/Methodology,Benchmark/Evaluation | Efficiency/Optimization | Multimodal,0.4,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 1, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 2, ""Application"": 0}"
2607.06054,2026-07,cs.SD,"cs.SD, cs.CL",Benchmark/Evaluation,Efficiency/Optimization | Multimodal,0.5,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 1, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.0662,2026-07,cs.CV,"cs.CV, cs.AI",Multimodal,Efficiency/Optimization | Reasoning | Theory/Methodology,0.4,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 1, ""Multimodal"": 2, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.06037,2026-07,cs.CR,"cs.CR, cs.LG",Benchmark/Evaluation,,1.0,1,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06009,2026-07,cs.CR,"cs.CR, cs.LG, cs.SE",Alignment/Safety,Efficiency/Optimization | Theory/Methodology,0.3333,3,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.06008,2026-07,cs.AI,"cs.AI, cs.CL",Agent/Tool Use,Application | Benchmark/Evaluation | Reasoning,0.4167,12,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 5, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 3}"
2607.06001,2026-07,cs.AI,"cs.AI, cs.MA",Agent/Tool Use,Alignment/Safety | Reasoning | Theory/Methodology,0.5,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 3, ""Alignment/Safety"": 1, ""Reasoning"": 1, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05992,2026-07,cs.CL,"cs.CL, cs.AI",Benchmark/Evaluation,Dataset/Benchmark | Reasoning | Alignment/Safety,0.3,10,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 2, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 3, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05985,2026-07,cs.AI,"cs.AI, cs.AR, cs.CE, eess.SY",Benchmark/Evaluation,Alignment/Safety | Dataset/Benchmark | Agent/Tool Use,0.4545,11,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 2, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 5, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.06614,2026-07,cs.LG,"cs.LG, cs.AI",Dataset/Benchmark,Agent/Tool Use | Efficiency/Optimization,0.5,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05978,2026-07,cs.CV,"cs.CV, cs.AI",Multimodal,Alignment/Safety,0.8333,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 5, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05969,2026-07,cs.CL,cs.CL,Benchmark/Evaluation,Alignment/Safety | Efficiency/Optimization,0.5,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05964,2026-07,cs.CL,"cs.CL, stat.AP",Multimodal,,1.0,1,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 1, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05956,2026-07,cs.AI,"cs.AI, cs.CL",Application,Benchmark/Evaluation | Agent/Tool Use | Alignment/Safety,0.375,8,"{""RAG/Retrieval"": 1, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 3}"
2607.05955,2026-07,cs.CV,"cs.CV, cs.AI",Dataset/Benchmark,Efficiency/Optimization | Alignment/Safety | Benchmark/Evaluation,0.5,8,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 2, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 4, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05937,2026-07,cs.CL,"cs.CL, cs.LG",Alignment/Safety,Benchmark/Evaluation | Efficiency/Optimization,0.5,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 2, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05936,2026-07,cs.SE,"cs.SE, cs.LG",RAG/Retrieval,Alignment/Safety | Application | Benchmark/Evaluation,0.4,10,"{""RAG/Retrieval"": 4, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 2, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 0, ""Application"": 2}"
2607.05933,2026-07,cs.PF,"cs.PF, cs.LG",Benchmark/Evaluation,Efficiency/Optimization,0.5,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 2, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05908,2026-07,cs.LG,cs.LG,Alignment/Safety,Benchmark/Evaluation | Multimodal | Theory/Methodology,0.3333,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 2, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 1, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05904,2026-07,cs.LG,cs.LG,Other,,0.0,0,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05902,2026-07,cs.SD,"cs.SD, cs.AI",Theory/Methodology,Efficiency/Optimization | Multimodal | Reasoning,0.4,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 1, ""Efficiency/Optimization"": 1, ""Multimodal"": 1, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 2, ""Application"": 0}"
2607.05901,2026-07,cs.AI,cs.AI,Multimodal,,1.0,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 4, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06611,2026-07,cs.CL,"cs.CL, cs.AI, cs.LG, cs.SD",Multimodal,Alignment/Safety | Dataset/Benchmark | Efficiency/Optimization,0.5,8,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 4, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 1, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05891,2026-07,cs.CV,"cs.CV, cs.AI, cs.LG",Dataset/Benchmark,Efficiency/Optimization | Multimodal,0.4,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 2, ""Multimodal"": 1, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05888,2026-07,cs.CR,"cs.CR, cs.AI",Benchmark/Evaluation,Agent/Tool Use,0.75,4,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.0588,2026-07,cs.CV,"cs.CV, cs.AI",Multimodal,Benchmark/Evaluation | Dataset/Benchmark,0.5,10,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 5, ""Benchmark/Evaluation"": 3, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.05872,2026-07,cs.LG,"cs.LG, math.OC, stat.ML",Efficiency/Optimization,,1.0,3,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 3, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06609,2026-07,cs.LG,"cs.LG, cs.AI",Alignment/Safety,Benchmark/Evaluation | Efficiency/Optimization | Theory/Methodology,0.4,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 2, ""Reasoning"": 0, ""Efficiency/Optimization"": 1, ""Multimodal"": 0, ""Benchmark/Evaluation"": 1, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 0}"
2607.05863,2026-07,cs.LG,"cs.LG, cs.GT",Agent/Tool Use,Application,0.6667,3,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 2, ""Alignment/Safety"": 0, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 1}"
2607.05861,2026-07,cs.CL,"cs.CL, cs.LG",Benchmark/Evaluation,Alignment/Safety | Application | Reasoning,0.5,8,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 1, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 4, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 1, ""Application"": 1}"
2607.05842,2026-07,cs.SE,"cs.SE, cs.AI, cs.CR",Alignment/Safety,Benchmark/Evaluation | Agent/Tool Use,0.4,5,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 1, ""Alignment/Safety"": 2, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 2, ""Dataset/Benchmark"": 0, ""Theory/Methodology"": 0, ""Application"": 0}"
2607.06605,2026-07,cs.LG,"cs.LG, stat.ML",Dataset/Benchmark,Theory/Methodology | Alignment/Safety | Application,0.3333,6,"{""RAG/Retrieval"": 0, ""Agent/Tool Use"": 0, ""Alignment/Safety"": 1, ""Reasoning"": 0, ""Efficiency/Optimization"": 0, ""Multimodal"": 0, ""Benchmark/Evaluation"": 0, ""Dataset/Benchmark"": 2, ""Theory/Methodology"": 2, ""Application"": 1}"
